"","SHHADID","SPANEL","SSUID","SWAVE","PNUM","MONTHCODE","WPFINWGT","TAGE","EDUCATION","SEX","RACE","METRO_STATUS","EMPLOYMENT_TYPE","CLASS_OF_WORKER","TPTOTINC","ANY_RETIREMENT_ACCESS","PARTICIPATING","MATCHING","TJB1_JOBHRS1","TOTYEARINC","in_age_range","FULL_PART_TIME","TVAL_RET"
"4286",11,2023,46955206853723,2,101,12,9921.25961491177,51,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3372,"No","No","No",40,40464,"yes","full time",0
"4287",11,2022,46955206886222,3,102,12,18516.3770626851,53,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",7713,"Yes","Yes","No",40,92556,"yes","full time",24700
"4288",11,2021,46955209236521,4,401,12,10612.5012093238,55,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3129,"No","No","No",40,37548,"yes","full time",0
"4289",11,2024,46955209248624,1,101,12,11280.3919148646,36,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10139,"No","No","No",55,121668,"yes","full time",0
"4290",11,2021,46955212670721,4,101,12,17113.9680784737,40,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1737,"No","No","No",25,20844,"yes","part time",0
"4291",11,2023,46955212674823,2,101,12,8145.52620672199,57,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4178,"Yes","Yes","Yes",36,50136,"yes","full time",80700
"4292",11,2023,46955212674823,2,102,12,8145.52620672199,69,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",11827,"Yes","Yes","Yes",36,141924,"no","full time",51000
"4293",11,2023,46955212674823,2,104,12,15929.1254634813,24,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1217,"No","No","No",20,14604,"yes","part time",0
"4294",31,2022,46955222830122,3,102,12,21957.9187673533,40,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1177,"Yes","Yes","No",40,14124,"yes","full time",15600
"4295",11,2023,46955227415623,2,101,12,7317.52063729246,49,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4596,"Yes","Yes","Yes",40,55152,"yes","full time",24000
"4296",11,2023,46955227415623,2,102,12,7317.52063729246,41,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1922,"Yes","Yes","Yes",30,23064,"yes","part time",2000
"4297",11,2024,46955227608924,1,101,12,4193.58589900945,37,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",102428,"No","No","No",40,1229136,"yes","full time",95000
"4298",11,2024,46955227640124,1,101,12,4035.39507195377,57,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6267,"Yes","Yes","Yes",40,75204,"yes","full time",190000
"4299",21,2021,46955227653721,4,103,12,12591.0625924247,25,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5239,"No","No","No",40,62868,"yes","full time",0
"4300",21,2022,46955227691622,3,101,12,50316.6140574716,37,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",8040,"No","No","No",40,96480,"yes","full time",0
"4301",11,2022,46955228505822,3,101,12,11482.9220098899,49,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3824,"Yes","Yes","No",40,45888,"yes","full time",0
"4302",11,2022,46955228505822,3,102,12,17415.7190264479,19,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3115,"No","No","No",40,37380,"yes","full time",0
"4303",31,2021,46955232015521,4,103,12,35959.0780901651,28,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",4745,"No","No","No",40,56940,"yes","full time",0
"4304",11,2024,46955234440124,1,101,12,10547.4588453081,33,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",5297,"No","No","No",50,63564,"yes","full time",0
"4305",11,2024,46955234440124,1,102,12,11682.343079448,33,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2838,"Yes","Yes","Yes",44,34056,"yes","full time",2734
"4306",11,2023,46955234453723,2,102,12,16165.9023432292,25,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2345,"No","No","No",25,28140,"yes","part time",0
"4307",11,2024,46955235928424,1,102,12,9324.91088914436,30,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3476,"Yes","Yes","Yes",40,41712,"yes","full time",35000
"4308",11,2021,46955235930121,4,101,12,17009.253410431,28,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2816,"No","No","No",36,33792,"yes","full time",0
"4309",11,2021,46955235930121,4,102,12,17067.8144764912,54,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3479,"No","No","No",36,41748,"yes","full time",0
"4310",11,2021,46955235930121,4,103,12,17067.8144764912,52,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2990,"No","No","No",40,35880,"yes","full time",0
"4311",11,2022,46955238243422,3,101,12,12547.9266115185,58,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4276,"No","No","No",48,51312,"yes","full time",46600
"4312",11,2022,46955238243422,3,102,12,12547.9266115185,60,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3780,"No","No","No",40,45360,"yes","full time",0
"4313",11,2023,46955240343423,2,101,12,4348.22512287237,71,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7216,"No","No","No",40,86592,"no","full time",0
"4314",11,2021,46955240691621,4,101,12,21323.0988667165,48,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",4831,"No","No","No",40,57972,"yes","full time",0
"4315",11,2021,46955240691621,4,102,12,25817.9141700785,40,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3476,"No","No","No",40,41712,"yes","full time",0
"4316",11,2021,46955240691621,4,104,12,13976.0062464392,59,"High School or less","Female","Hispanic",NA,"Employer","Employee of a private, for-profit company",4528,"Yes","Yes","No",37,54336,"yes","full time",0
"4317",11,2023,46955241808923,2,102,12,8981.16461297504,44,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10027,"Yes","Yes","Yes",45,120324,"yes","full time",177000
"4318",11,2023,46955241832423,2,101,12,10632.4270375966,56,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6576,"Yes","Yes","Yes",45,78912,"yes","full time",315000
"4319",11,2022,46955242106822,3,103,12,35008.1482556552,22,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",413,"No","No","No",40,4956,"yes","full time",0
"4320",11,2022,46955242106822,3,104,12,14987.2073294923,55,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",200,"No","No","No",40,2400,"yes","full time",0
"4321",11,2022,46955242170722,3,101,12,18371.4367199773,56,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6685,"Yes","Yes","Yes",40,80220,"yes","full time",17300
"4322",11,2023,46955242170723,2,101,12,8548.1480019467,55,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",6221,"Yes","Yes","Yes",40,74652,"yes","full time",42000
"4323",11,2023,46955242170723,2,103,12,11203.6366314129,24,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3259,"Yes","Yes","Yes",40,39108,"yes","full time",2500
"4324",11,2023,46955242170723,2,104,12,11203.6366314129,24,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1504,"No","No","No",30,18048,"yes","part time",0
"4325",11,2023,46955250843423,2,101,12,8124.57122049138,62,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",7521,"Yes","Yes","Yes",37,90252,"yes","full time",250000
"4326",11,2024,46955250886524,1,101,12,3980.8002748542,48,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1115,"Yes","Yes","Yes",68,13380,"yes","full time",199000
"4327",11,2024,46955250886524,1,102,12,3980.8002748542,58,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4193,"Yes","Yes","Yes",68,50316,"yes","full time",99500
"4328",11,2024,46955250886524,1,103,12,4205.81045083914,27,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6127,"Yes","Yes","Yes",40,73524,"yes","full time",50
"4329",11,2024,46955250886524,1,105,12,5230.03060551704,29,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",826,"No","No","No",40,9912,"yes","full time",0
"4330",11,2022,46955255248622,3,101,12,31751.5750412113,34,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2781,"No","No","No",40,33372,"yes","full time",0
"4331",11,2022,46955268497922,3,101,12,14498.2160748307,38,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",4391,"Yes","Yes","No",40,52692,"yes","full time",25000
"4332",11,2022,46955268497922,3,102,12,14498.2160748307,40,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",7218,"No","No","No",40,86616,"yes","full time",0
"4333",11,2022,46955268499522,3,102,12,21716.5799123896,28,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1621,"No","No","No",24,19452,"yes","part time",0
"4334",11,2024,46955268836524,1,101,12,3628.68302384349,29,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",5490,"Yes","Yes","Yes",40,65880,"yes","full time",10000
"4335",11,2024,46955268836524,1,102,12,3653.10414413518,28,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12409,"Yes","Yes","Yes",35,148908,"yes","full time",10000
"4336",11,2024,46955268836524,1,103,12,3653.10414413518,27,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4728,"Yes","No","No",40,56736,"yes","full time",0
"4337",11,2023,46955281058523,2,101,12,5322.86429474743,51,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1412,"No","No","No",25,16944,"yes","part time",0
"4338",11,2023,46955281058523,2,102,12,5322.86429474743,45,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2433,"No","No","No",40,29196,"yes","full time",0
"4339",11,2022,46955282412322,3,101,12,13555.5479812752,64,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",9777,"No","No","No",40,117324,"yes","full time",0
"4340",11,2022,46955282412322,3,104,12,20933.3455797524,21,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1645,"No","No","No",40,19740,"yes","full time",0
"4341",11,2024,46955282459324,1,101,12,9082.92631660273,50,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3146,"No","No","No",40,37752,"yes","full time",0
"4342",11,2023,46955290843423,2,102,12,7000.68762203298,71,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2455,"No","No","No",30,29460,"no","part time",0
"4343",11,2023,46955290843423,2,103,12,16984.9609150867,32,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2281,"No","No","No",35,27372,"yes","full time",0
"4344",11,2022,46955291174822,3,102,12,24316.9971878105,30,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",480,"No","No","No",16,5760,"yes","part time",0
"4345",11,2022,46955291186522,3,101,12,14852.7991409992,64,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2607,"No","No","No",40,31284,"yes","full time",0
"4346",11,2024,46955299540124,1,102,12,5422.31511096596,65,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",27925,"No","No","No",20,335100,"yes","part time",0
"4347",11,2022,46955540601322,3,101,12,21578.1333858621,21,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6216,"Yes","Yes","Yes",55,74592,"yes","full time",5010
"4348",31,2022,46955540601322,3,103,12,11530.4430467787,28,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9646,"Yes","Yes","Yes",36,115752,"yes","full time",4920
"4349",11,2022,46955540601322,3,104,12,17626.3018528186,16,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1187,"No","No","No",20,14244,"no","part time",0
"4350",11,2024,46955599515024,1,102,12,8397.56977847949,61,"High School or less","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",1056,"No","No","No",28,12672,"yes","part time",10000
"4351",11,2024,46981604304624,1,102,12,6923.80440311747,62,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7150,"Yes","Yes","Yes",40,85800,"yes","full time",412400
"4352",11,2023,46981604640123,2,102,12,6117.8503109816,65,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2607,"No","No","No",40,31284,"yes","full time",0
"4353",11,2022,46981604685522,3,102,12,10669.0129647085,89,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",1342,"No","No","No",15,16104,"no","part time",0
"4354",11,2024,46981604697924,1,101,12,5041.40565677697,42,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6017,"Yes","Yes","Yes",50,72204,"yes","full time",180000
"4355",11,2024,46981604697924,1,102,12,5041.40565677697,42,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5020,"Yes","Yes","Yes",40,60240,"yes","full time",5350
"4356",11,2022,46981604699522,3,101,12,17363.8983781372,53,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3307,"No","No","No",38,39684,"yes","full time",0
"4357",11,2022,46981604699522,3,102,12,17363.8983781372,51,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7414,"No","No","No",40,88968,"yes","full time",10000
"4358",11,2023,46981604948323,2,101,12,8150.0243306394,48,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4345,"No","No","No",40,52140,"yes","full time",0
"4359",11,2023,46981604948323,2,103,12,7398.09579167167,24,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",87,"No","No","No",20,1044,"yes","part time",0
"4360",11,2024,46981604950624,1,101,12,6475.11693495296,50,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8406,"Yes","Yes","Yes",68,100872,"yes","full time",97000
"4361",11,2024,46981604950624,1,102,12,6475.11693495296,50,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",2775,"No","No","No",40,33300,"yes","full time",0
"4362",11,2024,46981604950624,1,103,12,8350.89180712147,20,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",930,"No","No","No",40,11160,"yes","full time",0
"4363",11,2024,46981606899524,1,103,12,6083.10322384592,43,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2365,"Yes","Yes","Yes",50,28380,"yes","full time",1690000
"4364",11,2022,46981609228422,3,101,12,16973.4872578903,51,"Some college","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",7688,"No","No","No",50,92256,"yes","full time",0
"4365",11,2024,46981609228424,1,102,12,2334.34415111017,59,"High School or less","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",3700,"No","No","No",40,44400,"yes","full time",0
"4366",11,2024,46981609277824,1,102,12,6416.31263752298,59,"High School or less","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",2600,"Yes","Yes","Yes",40,31200,"yes","full time",63900
"4367",11,2024,46981612671424,1,101,12,6118.54012755182,58,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",8356,"Yes","Yes","Yes",40,100272,"yes","full time",100000
"4368",11,2024,46981612671424,1,102,12,6118.54012755182,43,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2507,"No","No","No",20,30084,"yes","part time",0
"4369",11,2024,46981613559924,1,101,12,5296.71833522663,26,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6518,"Yes","Yes","No",40,78216,"yes","full time",2000
"4370",11,2024,46981613559924,1,102,12,5000.77310720297,24,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4345,"No","No","No",40,52140,"yes","full time",0
"4371",11,2022,46981613698822,3,101,12,11699.8303775326,50,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5432,"Yes","Yes","Yes",36,65184,"yes","full time",70000
"4372",11,2022,46981622805822,3,102,12,12353.0073990041,36,"Bachelor's degree or higher","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",1929,"No","No","No",38,23148,"yes","full time",0
"4373",11,2023,46981622836523,2,101,12,2314.11643581316,56,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5515,"Yes","Yes","Yes",68,66180,"yes","full time",45000
"4374",11,2022,46981625609922,3,102,12,10650.1779017365,32,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",129601,"No","No","No",40,1555212,"yes","full time",0
"4375",11,2021,46981625653521,4,101,12,9236.90281862922,40,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1825,"No","No","No",35,21900,"yes","full time",0
"4376",11,2021,46981625678721,4,101,12,19342.1940885573,58,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9519,"Yes","Yes","Yes",40,114228,"yes","full time",52500
"4377",11,2024,46981627686224,1,101,12,5273.0192528354,54,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2694,"No","No","No",35,32328,"yes","full time",0
"4378",11,2024,46981627686224,1,102,12,5273.0192528354,46,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3259,"No","No","No",40,39108,"yes","full time",0
"4379",11,2024,46981628528324,1,101,12,24167.3024842559,20,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1304,"No","No","No",20,15648,"yes","part time",0
"4380",11,2024,46981628528324,1,102,12,36911.3501661915,20,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",4780,"No","No","No",20,57360,"yes","part time",0
"4381",11,2022,46981632015522,3,102,12,11473.0200182069,47,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1000,"No","No","No",40,12000,"yes","full time",0
"4382",11,2024,46981632034424,1,101,12,7034.87581719868,53,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5784,"Yes","Yes","No",43,69408,"yes","full time",30000
"4383",11,2024,46981632034424,1,102,12,7034.87581719868,65,"Bachelor's degree or higher","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",6181,"Yes","No","No",68,74172,"yes","full time",356500
"4384",11,2022,46981632053522,3,103,12,7705.12375511362,70,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1070,"No","No","No",3,12840,"no","part time",0
"4385",11,2023,46981632058523,2,101,12,7484.47443888915,50,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19470,"Yes","No","No",50,233640,"yes","full time",150000
"4386",11,2022,46981632088022,3,101,12,17527.9292728782,58,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",31879,"Yes","Yes","Yes",50,382548,"yes","full time",1400000
"4387",11,2024,46981632088024,1,102,12,11080.1644087464,40,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2724,"No","No","No",40,32688,"yes","full time",0
"4388",11,2024,46981633440124,1,101,12,7024.32222788467,30,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",4178,"No","No","No",40,50136,"yes","full time",44200
"4389",11,2024,46981633440124,1,103,12,7024.32222788467,31,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",6635,"No","No","No",40,79620,"yes","full time",0
"4390",31,2022,46981634299522,3,101,12,11659.45309439,57,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3042,"No","No","No",40,36504,"yes","full time",0
"4391",11,2022,46981634440122,3,101,12,24871.5812280199,50,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6518,"No","No","No",55,78216,"yes","full time",0
"4392",11,2022,46981634440122,3,105,12,24871.5812280199,53,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3020,"No","No","No",10,36240,"yes","part time",0
"4393",11,2024,46981635917424,1,101,12,6318.54656944944,33,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4847,"Yes","Yes","Yes",40,58164,"yes","full time",50000
"4394",11,2024,46981635963824,1,102,12,4009.55382480474,36,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7211,"Yes","Yes","Yes",68,86532,"yes","full time",110000
"4395",31,2021,46981638206821,4,101,12,18286.5391356802,60,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1395,"No","No","No",40,16740,"yes","full time",0
"4396",11,2023,46981638206823,2,101,12,11570.3662596637,47,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2781,"No","No","No",40,33372,"yes","full time",0
"4397",11,2023,46981638206823,2,102,12,10839.9644450005,24,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3285,"No","No","No",28,39420,"yes","part time",0
"4398",11,2023,46981638270723,2,102,12,5363.86873244467,64,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4285,"No","No","No",40,51420,"yes","full time",0
"4399",11,2023,46981638270723,2,103,12,8567.97419038736,29,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4262,"No","No","No",40,51144,"yes","full time",0
"4400",11,2023,46981638270723,2,104,12,8567.97419038736,27,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1477,"No","No","No",20,17724,"yes","part time",0
"4401",11,2021,46981638274021,4,104,12,10475.4734657439,39,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",652,"No","No","No",68,7824,"yes","full time",0
"4402",11,2022,46981640608922,3,102,12,24447.2215393972,60,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3320,"No","No","No",27,39840,"yes","part time",27000
"4403",11,2024,46981640686224,1,102,12,4079.40519732129,48,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",14206,"Yes","Yes","Yes",68,170472,"yes","full time",110000
"4404",11,2024,46981640686224,1,104,12,3808.31917691812,18,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",326,"No","No","No",8,3912,"yes","part time",0
"4405",11,2023,46981641808923,2,201,12,11497.356568563,26,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",837,"No","No","No",20,10044,"yes","part time",0
"4406",11,2024,46981641897924,1,101,12,8842.18325503684,47,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4645,"Yes","Yes","Yes",40,55740,"yes","full time",3570
"4407",11,2024,46981642174824,1,101,12,5020.64049755551,34,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",55636,"Yes","Yes","Yes",40,667632,"yes","full time",20000
"4408",11,2024,46981642174824,1,102,12,5020.64049755551,31,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4779,"No","No","No",40,57348,"yes","full time",0
"4409",11,2024,46981650862924,1,101,12,3501.29504910665,72,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",1170,"No","No","No",20,14040,"no","part time",0
"4410",11,2024,46981650862924,1,102,12,6742.45350283096,32,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3761,"Yes","Yes","Yes",40,45132,"yes","full time",5000
"4411",11,2024,46981652725524,1,102,12,5736.0571359304,67,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4350,"Yes","Yes","Yes",24,52200,"no","part time",750000
"4412",11,2022,46981663368622,3,101,12,14936.1194149177,48,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",7617,"Yes","Yes","Yes",40,91404,"yes","full time",400000
"4413",11,2023,46981663373823,2,101,12,10382.6703858688,67,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",6671,"Yes","Yes","Yes",36,80052,"no","full time",4000
"4414",11,2024,46981663393024,1,102,12,4660.14127402334,41,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3633,"Yes","Yes","No",40,43596,"yes","full time",0
"4415",11,2022,46981664838122,3,101,12,23571.0390181529,47,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10798,"Yes","Yes","Yes",40,129576,"yes","full time",300000
"4416",31,2022,46981664878722,3,101,12,11680.2554425717,55,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2086,"No","No","No",32,25032,"yes","part time",0
"4417",11,2024,46981668499524,1,102,12,4640.34974917174,21,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",3368,"No","No","No",8,40416,"yes","part time",0
"4418",11,2024,46981668499524,1,105,12,4266.9598508528,23,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4410,"Yes","Yes","No",35,52920,"yes","full time",6
"4419",11,2024,46981668830124,1,102,12,5232.867461734,56,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13342,"Yes","Yes","Yes",50,160104,"yes","full time",1380000
"4420",22,2022,46981672688022,3,102,12,30442.4730248651,29,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2086,"No","No","No",20,25032,"yes","part time",0
